,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
will,0.8154,0.3017,0.5472,0.46580000000000005,0.2853,-0.5611,-0.43910000000000005,-0.0091,0.1,-0.17220000000000002,0.2813,0.37670000000000003,-0.4076,0.1584,0.8911,1.2997,0.5151,-0.1948,0.0519,-0.9338000000000001,0.07,-0.24880000000000002,-0.0167,-0.2031,-0.033600000000000005,-1.8132000000000001,0.112,-0.3196,-0.1375,-0.455,3.8856,1.214,-1.0046,-0.0563,0.0039000000000000003,-0.4067,0.29450000000000004,0.3017,0.0388,-0.5609000000000001,-0.46580000000000005,0.1716,0.3373,-0.1525,0.0238,0.5142,-0.21760000000000002,0.3196,-0.34740000000000004,0.4167
their,0.4152,0.1317,-0.056900000000000006,-0.5676,0.49920000000000003,0.2129,-0.8195,0.3226,-0.0654,-0.0555,0.1184,0.3693,-0.4642,-0.0724,0.0682,0.0015,-0.0732,-0.6567000000000001,0.11370000000000001,-0.9182,0.029300000000000003,0.381,0.3403,-0.215,-0.26680000000000004,-1.6509,-0.7167,-0.4127,0.48460000000000003,-0.6243000000000001,4.1939,1.4292,-0.459,-0.5171,0.2626,0.5109,-0.24,-0.06960000000000001,-0.4561,-0.4833,-0.39540000000000003,-0.5383,-0.0707,0.545,0.2351,-0.1875,-0.2242,-0.11810000000000001,-0.34500000000000003,-0.8695
or,0.2636,0.1875,0.0444,-0.1912,0.4546,0.6644,0.2586,-0.6489,-0.6765,0.0453,0.0711,0.3645,0.7486,-0.1749,0.2872,0.4328,-0.39180000000000004,-0.048600000000000004,-0.2137,-0.7299,0.139,-0.2331,0.7026,0.21760000000000002,-0.20650000000000002,-1.415,-0.3259,-0.075,0.8854000000000001,-0.5668000000000001,4.0296,0.0198,-0.5726,-0.0609,0.1467,0.1653,0.2119,-0.3836,0.42750000000000005,-0.0969,0.1928,0.0218,0.5856,0.9763000000000001,0.2038,-0.2162,-0.021500000000000002,-0.4294,0.5288,-0.126
its,0.7672,0.12390000000000001,-0.11120000000000001,0.1336,0.1836,0.0579,-0.3341,-0.6042000000000001,0.47640000000000005,0.2545,0.19490000000000002,-0.0611,-0.4582,-0.17370000000000002,-0.3272,0.3347,-0.32180000000000003,0.09050000000000001,-0.24680000000000002,-0.3547,0.5527000000000001,-0.33180000000000004,-0.5805,-0.5539000000000001,-0.6447,-1.8028,-0.6517000000000001,0.4374,0.051800000000000006,0.22640000000000002,4.2766,0.19440000000000002,-0.1343,-0.1028,-0.0625,-0.3907,-0.2938,-0.0135,-0.5814,-0.6972,-0.0689,-0.5005000000000001,-0.013800000000000002,-0.1101,-0.6428,0.43960000000000005,-0.22460000000000002,0.4893,-0.2615,-0.46890000000000004
one,0.31470000000000004,0.4166,0.1348,0.1585,0.8881,0.43320000000000003,-0.5592,0.030500000000000003,-0.1462,-0.1427,-0.17950000000000002,-0.1734,-0.49260000000000004,0.26780000000000004,0.488,-0.2954,0.18480000000000002,0.1494,-0.7501,-0.35650000000000004,-0.23700000000000002,0.1849,0.1724,0.2361,0.1408,-1.9031,-0.6535000000000001,-0.022500000000000003,0.1038,-0.437,3.781,-0.0441,-0.0466,0.0273,0.5188,0.1335,0.2323,0.256,0.0609,-0.0656,-0.15560000000000002,0.30820000000000003,-0.0936,0.333,-0.1461,0.016300000000000002,-0.24250000000000002,-0.2053,0.07010000000000001,-0.11570000000000001
after,0.38320000000000004,-0.3561,-0.1283,-0.1953,0.0476,0.2147,-0.9876,0.8296,-0.4278,-0.2288,0.1071,-0.30870000000000003,-1.2069,-0.1771,0.8884000000000001,0.0057,-0.773,-0.6691,-1.3384,0.3468,0.5044000000000001,0.5125000000000001,0.26830000000000004,-0.6531,-0.0815,-2.1658,0.5797,0.0363,0.0091,0.2577,3.4402,0.2073,-0.5203,0.026500000000000003,0.179,-0.0178,0.366,0.34540000000000004,0.4136,-0.2497,-0.4923,0.1774,-0.43760000000000004,-0.34840000000000004,-0.057100000000000005,-0.0396,-0.13520000000000001,-0.4258,0.1368,-0.7773
new,0.1951,0.5074000000000001,0.0015,0.0419,-0.1676,0.0375,-1.397,-0.924,-0.243,-0.1517,-0.4783,0.0546,-0.2499,0.384,0.0162,0.34940000000000004,-0.2263,0.08660000000000001,-0.41000000000000003,-0.1814,0.7561,-0.0262,-0.6956,0.1087,-0.47540000000000004,-1.8094999999999999,-0.1694,-0.0599,-0.1681,-0.0945,3.661,0.0415,-0.2916,-0.6977,0.308,-0.2846,0.1322,-0.0076,-0.09240000000000001,-0.4924,-0.2706,0.0604,0.0951,-0.2368,-0.08610000000000001,1.0243,-0.2278,0.030500000000000003,-0.1427,0.4541
been,0.9288000000000001,-0.7246,0.06810000000000001,-0.3816,-0.038700000000000005,0.22310000000000002,-1.1041,0.008400000000000001,-0.2664,-0.057100000000000005,0.33380000000000004,-0.023700000000000002,-0.7689,-0.17930000000000001,0.845,0.2878,-0.1275,0.1115,-0.3402,-0.1869,-0.28450000000000003,0.3256,0.8702000000000001,-0.2136,-0.0942,-2.0216,-0.21760000000000002,0.4505,-0.14070000000000002,0.08080000000000001,3.7849,-0.4107,0.332,-0.88,0.1731,0.1406,0.22710000000000002,0.485,-0.5126000000000001,-0.0217,-0.6940000000000001,0.145,0.0083,0.3839,0.16010000000000002,-0.3549,-1.1284,0.0471,-0.323,-0.6419
also,0.352,0.25320000000000004,-0.09770000000000001,0.2611,0.1298,0.33680000000000004,-0.7308,-0.4264,-0.228,-0.08360000000000001,0.5296000000000001,0.34640000000000004,-0.3282,-0.2867,0.24880000000000002,0.2205,0.0194,-0.0154,-0.1832,-0.2973,0.1174,-0.0712,0.41090000000000004,0.013900000000000001,-0.17420000000000002,-1.5838999999999999,-0.052000000000000005,-0.1812,-0.7638,-0.1782,3.749,-0.0456,0.1072,-0.5131,0.2528,-0.0517,0.3191,0.28,-0.19940000000000002,0.1782,0.018600000000000002,0.47640000000000005,-0.15660000000000002,-0.3829,0.26990000000000003,-0.0112,-0.7244,0.036500000000000005,-0.0115,-0.025900000000000003
we,0.5739000000000001,-0.32730000000000004,0.07050000000000001,-0.4198,0.862,-0.8,-0.406,0.1531,-0.2979,-0.1105,-0.0971,0.5964,-0.9981000000000001,-0.28150000000000003,1.0152,0.8754000000000001,1.0282,-0.0504,0.2419,-1.1426,-0.506,0.6498,0.7483000000000001,0.0205,0.9595,-1.9203999999999999,-0.8066,0.29250000000000004,1.0009,-0.9856,4.0094,1.0407,-0.8285,-0.4847,-0.36150000000000004,-0.3955,0.27890000000000004,0.1531,0.1585,0.0187,-0.509,-0.22920000000000001,0.18680000000000002,0.4495,0.1023,0.21880000000000002,-0.30610000000000004,0.48760000000000003,-0.1844,0.6994
would,0.7619,-0.2977,0.514,-0.133,0.2416,0.0668,-0.5408000000000001,0.2071,-0.2822,-0.1164,0.2167,0.5491,-0.3674,-0.10540000000000001,0.8157000000000001,1.1743000000000001,0.5606,-0.3345,0.0998,-0.8746,0.1223,-0.18530000000000002,0.0868,-0.3634,0.008,-2.2268,-0.2008,-0.10310000000000001,0.2432,-0.3982,3.7136,0.5909,-1.1013,-0.2529,0.0057,-0.6048,0.3597,-0.0596,-0.0291,-0.39890000000000003,-0.5263,0.12440000000000001,0.1361,0.127,-0.2303,-0.0446,-0.6545000000000001,0.4309,-0.2277,0.4026
two,0.5829,0.36260000000000003,0.3406,0.3642,0.34340000000000004,0.7939,-0.9362,0.1143,-0.63,-0.5552,-0.2871,-0.47140000000000004,-0.7567,0.6387,0.2248,-0.6465000000000001,-0.0743,-0.34900000000000003,-0.9728,-0.5398000000000001,0.0152,0.24480000000000002,0.6266,0.0704,-0.5163,-1.2004000000000001,0.31220000000000003,-0.4405,-0.2987,-0.5633,4.022,0.3846,-0.0285,0.0687,1.0746,0.48310000000000003,0.24750000000000003,0.228,-0.3574,0.40390000000000004,-0.5474,0.1524,0.41000000000000003,0.157,0.0078000000000000005,-0.0151,-0.28650000000000003,-0.16160000000000002,-0.3517,-0.8256
more,0.8794000000000001,-0.11180000000000001,0.4338,-0.4292,0.4199,0.21830000000000002,-0.3674,-0.6089,-0.4107,0.4899,-0.4006,-0.5016,0.2419,-0.1564,0.677,-0.021400000000000002,0.33680000000000004,0.3521,-0.24230000000000002,-1.0745,-0.1378,0.2995,0.446,-0.1446,0.16620000000000001,-1.3699,-0.38230000000000003,-0.0114,0.38130000000000003,0.0381,4.3657,0.44170000000000004,0.34040000000000004,-0.3554,0.3007,-0.0922,-0.3322,0.3771,-0.2967,-0.30310000000000004,-0.4965,0.3428,0.7709,0.6085,0.157,0.029400000000000003,-0.4269,0.3718,-0.7137,0.3018
',-0.039400000000000004,1.2036,0.354,-0.56,-0.5208,-0.6699,-0.7542,-0.6534,-0.2325,0.5869,-0.40800000000000003,1.2057,-1.11,0.5124000000000001,0.1246,0.0531,0.6104,-1.1295,-0.1183,0.2631,-0.7211000000000001,-0.07970000000000001,0.755,-0.0234,-0.5608000000000001,-2.1037,-1.8793000000000002,-0.179,-0.145,-0.6374000000000001,3.181,0.9341,-0.6183000000000001,0.5812,0.5896,-0.1981,0.4218,-0.8567,0.3321,0.0205,-0.6014,0.504,-0.0833,0.2024,0.443,-0.0608,-0.42810000000000004,-0.08410000000000001,0.49160000000000004,0.0857
first,-0.14170000000000002,0.4111,-0.3123,0.1663,0.2612,0.4571,-1.2001,0.0149,-0.2278,-0.1694,0.3463,-0.1242,-0.6571,0.2923,0.6241,-0.5792,-0.3395,-0.2205,-1.4832,0.2896,0.0814,-0.217,0.0057,-0.054200000000000005,0.0985,-1.5874000000000001,-0.22870000000000001,-0.6296,-0.39540000000000003,-0.08080000000000001,3.5949,-0.16870000000000002,-0.3902,0.0269,0.5265000000000001,-0.0228,0.6329,0.627,-0.2217,-0.4504,-0.15,-0.2772,-0.4666,-0.44270000000000004,-0.4369,0.3846,0.1369,-0.25420000000000004,0.0178,-0.1489
about,0.8947,0.366,0.3759,-0.4182,0.5846,0.1859,-0.41910000000000003,-0.4662,-0.549,0.024800000000000003,-0.9082,-0.4827,-0.0507,-0.7404000000000001,1.4377,-0.019700000000000002,-0.2384,0.4315,-0.6612,-0.4128,0.25470000000000004,0.935,0.8140000000000001,-0.17300000000000001,0.613,-1.8475000000000001,-0.2762,0.277,0.42350000000000004,-0.116,3.6243,0.1231,-0.0235,-0.2484,-0.2238,-0.5394,-0.6244000000000001,-0.2771,0.49410000000000004,0.020200000000000003,-0.2346,0.4451,0.534,0.6665,-0.0937,-0.0352,-0.06420000000000001,0.56,-0.6659,0.1218
up,0.0323,-0.2707,0.6811,-0.27940000000000004,0.5797,-0.0081,-0.8279000000000001,-0.5334,-0.47850000000000004,-0.0683,-0.4696,-0.31720000000000004,-0.4937,0.0981,0.49960000000000004,0.273,0.0999,-0.1615,-0.6995,-0.7044,0.5908,0.6203000000000001,0.3047,-0.4158,-0.0222,-1.6312,0.5468000000000001,0.2575,0.4454,-0.728,3.9129,0.8008000000000001,-0.1884,0.4244,0.0392,-0.09390000000000001,-0.3952,0.20980000000000001,0.5949,-0.3907,-0.3156,0.24070000000000003,0.4169,0.1042,-0.0443,-0.0952,0.2546,-0.5670000000000001,0.0332,-0.5812
when,0.2706,-0.366,0.09720000000000001,-0.5071,0.3738,0.16740000000000002,-0.9418000000000001,0.54,-0.6667000000000001,-0.2424,0.25880000000000003,0.2808,-0.8664000000000001,-0.069,0.9035000000000001,0.4088,-0.3956,-0.256,-1.0316,-0.2667,-0.0806,0.40840000000000004,0.5588000000000001,-0.183,0.46490000000000004,-2.2671,0.14100000000000001,0.19840000000000002,0.5153,-0.2761,3.3604,0.1512,-0.3669,-0.28800000000000003,0.076,-0.0767,0.219,0.39,0.38680000000000003,-0.1696,-0.3367,0.3709,-0.4591,0.0007,-0.178,0.1247,-0.0154,-0.7526,-0.1734,-0.22590000000000002
year,-0.0988,0.26980000000000004,0.353,-0.1073,-0.0152,0.0534,-1.0824,-0.53,0.0095,0.0704,-0.0892,-0.6267,-0.5266000000000001,-0.5657,1.8044,0.016900000000000002,-0.44870000000000004,-0.0415,-1.1136,0.1749,0.49560000000000004,-0.3824,0.3018,-0.7068,-0.3589,-1.5164,-0.0244,-0.5411,-0.36160000000000003,0.528,3.6553,0.7121000000000001,-0.17,0.3637,0.33990000000000004,-0.48190000000000005,0.10940000000000001,0.6143000000000001,0.157,-0.7072,-1.2359,-0.0143,0.0956,-0.3063,-0.4974,-0.0494,-0.167,0.1197,-0.37510000000000004,0.0983
there,0.6849000000000001,0.3239,-0.1159,-0.3592,0.4989,0.0425,-0.4015,-0.3679,-0.6144000000000001,-0.41150000000000003,-0.3482,-0.2195,-0.22390000000000002,-0.6497,0.8544,0.33580000000000004,0.2931,0.1655,-0.5508000000000001,-0.6128,-0.1477,0.47550000000000003,0.6588,-0.07100000000000001,0.5615,-1.2651,-0.7412000000000001,0.36360000000000003,0.5623,-0.2736,3.8506,0.27640000000000003,-0.1009,-0.7157,0.18510000000000001,-0.1231,0.5663,-0.2238,-0.016800000000000002,0.5754,-0.5176000000000001,0.033800000000000004,0.19640000000000002,0.635,-0.2487,0.038700000000000005,-0.5056,0.1787,-0.1693,0.062400000000000004
all,0.1925,0.10010000000000001,0.06380000000000001,-0.0877,0.5222,0.391,-0.4198,-0.4567,-0.3405,-0.11180000000000001,0.0148,0.3173,-0.5085000000000001,-0.11560000000000001,0.743,0.0976,0.3441,-0.1213,-0.1694,-0.8409000000000001,-0.11230000000000001,0.406,0.768,0.0911,0.1078,-1.2673,-0.5771000000000001,-0.36210000000000003,0.3482,-0.7546,4.0426,0.9497000000000001,-0.2267,-0.3578,0.3413,0.1307,0.23040000000000002,-0.037,-0.2589,0.1298,-0.39030000000000004,-0.049600000000000005,0.4577,0.5678000000000001,-0.4616,0.4193,-0.5492,0.08120000000000001,-0.3048,-0.30510000000000004
out,0.3211,-0.6931,0.4792,-0.546,0.28350000000000003,0.20350000000000001,-0.9844,-0.14100000000000001,-0.1315,-0.08600000000000001,-0.49510000000000004,0.0028,-1.1173,0.3373,0.6131,-0.0671,0.3538,-0.3518,-0.5819,-0.6952,-0.025,0.6168,0.7852,-0.19590000000000002,0.2632,-1.8976000000000002,0.1464,0.4888,0.6182000000000001,-1.012,3.7285,0.6662,-0.3336,0.319,-0.1517,0.3098,0.0497,0.27140000000000003,0.34600000000000003,-0.0819,-0.37470000000000003,0.39980000000000004,0.0849,0.3124,-0.1268,0.0363,-0.0695,-0.4355,-0.11080000000000001,-0.585
she,0.0604,0.37820000000000004,-0.7514000000000001,-0.7216,0.5865,0.7913,-0.7295,0.6825,-0.13,-0.22990000000000002,0.116,0.2243,-0.44680000000000003,-0.11520000000000001,1.0334,-0.088,-0.7853,0.343,-0.11460000000000001,-0.11900000000000001,0.45880000000000004,1.6333000000000002,0.6855,0.22310000000000002,1.0099,-2.6332,-0.5213,0.2566,0.0235,-0.8262,3.1084,0.2722,-0.2923,-0.4726,-0.123,-0.13540000000000002,0.1119,0.8644000000000001,0.3312,-0.9662000000000001,-0.0448,-0.06670000000000001,0.003,-0.339,0.0178,-0.585,-0.005,-1.2570000000000001,-0.060700000000000004,0.42250000000000004
other,0.6476000000000001,0.16,0.0292,0.3512,0.0891,0.6112000000000001,-0.6636000000000001,-0.5172,-0.4652,-0.0884,0.0502,0.26330000000000003,0.1241,0.0438,0.1728,0.0132,0.14170000000000002,-0.1583,-0.1043,-0.9307000000000001,0.2165,-0.1075,0.6209,0.36760000000000004,-0.48140000000000005,-1.28,-0.5515,-0.7202000000000001,-0.171,-0.47990000000000005,4.0165,0.47050000000000003,0.0936,-0.8634000000000001,0.5088,0.3335,-0.35960000000000003,-0.1665,-0.318,0.49,-0.367,0.3205,0.7093,0.6288,0.7013,0.1302,-0.7377,0.1032,-0.30960000000000004,-0.44210000000000005
people,0.9528000000000001,-0.2061,0.5562,-0.4632,0.7335,0.0291,-0.1937,-0.0901,-0.2296,-0.19060000000000002,-0.3486,-1.0231,0.743,-0.5489,0.8848,-0.1405,0.004,0.5845,0.1077,-0.4466,-0.432,0.9868,0.7829,0.5151,0.8579,-1.7713,-0.8826,-0.5973,0.0849,-0.4811,3.9678,0.8893000000000001,-0.2706,-0.4409,-0.2621,0.08560000000000001,0.0221,-0.5838,0.1091,0.7797000000000001,-0.9545,0.4048,0.8941,0.6525000000000001,0.3986,0.2088,-1.3281,-0.10880000000000001,-0.22820000000000001,-0.463
her,0.134,0.8918,-0.7676000000000001,-0.6418,0.862,1.3122,-0.6402,0.8207,0.32780000000000004,0.021500000000000002,-0.0952,0.4082,-0.636,-0.0183,0.6971,-0.2953,-1.1912,-0.23900000000000002,0.34340000000000004,-0.332,0.23700000000000002,1.8364,0.123,-0.1862,0.865,-2.636,-0.7791,0.203,0.1898,-0.799,2.9882,0.4434,-0.2837,-0.19590000000000002,0.061900000000000004,0.3856,-0.027600000000000003,0.7185,0.1716,-1.2168,0.0816,0.1729,-0.31720000000000004,-0.3704,0.1898,-0.8918,0.1849,-1.6251,0.0391,-0.1028
than,0.6314000000000001,0.1553,0.7853,-0.49970000000000003,0.6128,0.3846,-0.244,-0.6557000000000001,-0.3407,0.4892,-0.28450000000000003,-0.7229,0.3013,-0.31670000000000004,0.9825,-0.020200000000000003,0.1748,0.5432,-0.6437,-0.9738,-0.32020000000000004,0.0539,0.47350000000000003,-0.1922,-0.0258,-1.419,-0.44520000000000004,0.0181,0.34340000000000004,0.0884,4.0942,0.458,0.32830000000000004,-0.0692,0.2626,-0.2969,-0.28700000000000003,0.3166,-0.12810000000000002,-0.3331,-0.49710000000000004,0.43710000000000004,0.6727000000000001,0.7268,-0.2132,-0.09580000000000001,-0.25780000000000003,0.1306,-0.8715,0.1935
over,0.1297,0.0881,0.24380000000000002,0.0781,-0.1278,0.2783,-0.4869,0.1965,-0.3956,-0.2836,-0.4742,-0.5932000000000001,-0.588,-0.317,0.4959,0.0088,0.0396,-0.425,-0.9764,-0.46530000000000005,0.0207,0.08600000000000001,0.3932,-0.5125000000000001,-0.1791,-1.8333,0.5622,0.4163,0.0751,0.0219,3.784,0.7107,-0.07390000000000001,0.1537,-0.38530000000000003,-0.0702,-0.3537,0.0745,-0.08420000000000001,-0.4555,-0.0811,0.3916,0.17300000000000001,0.22540000000000002,-0.12840000000000001,0.40950000000000003,-0.26080000000000003,0.09090000000000001,-0.6052000000000001,-0.9827
into,0.6675,-0.4132,0.0658,-0.4665,0.00030000000000000003,0.1835,-0.6527000000000001,0.09340000000000001,-0.008700000000000001,-0.1887,-0.0063,0.0449,-0.668,0.48510000000000003,-0.11850000000000001,0.19970000000000002,0.18180000000000002,0.033100000000000004,-0.5911000000000001,-0.21830000000000002,0.41440000000000005,0.0567,0.42160000000000003,0.278,-0.11320000000000001,-1.9227,0.035500000000000004,0.6193000000000001,0.6221,-0.6399,3.9115,-0.0211,-0.24680000000000002,-0.13920000000000002,-0.22540000000000002,0.5913,-0.7322000000000001,0.11620000000000001,0.41550000000000004,-0.1519,-0.14930000000000002,0.0407,-0.1042,0.2373,-0.438,0.0606,0.5507000000000001,-0.9657,-0.26880000000000004,-1.1741
last,0.32270000000000004,-0.1182,0.1514,0.43470000000000003,0.0048000000000000004,-0.0762,-1.1967,0.2511,-0.33440000000000003,-0.1199,-0.3437,-0.9741000000000001,-1.0005,-0.2,1.5067,-0.0011,-0.5825,-0.4988,-1.2107,0.1945,0.0543,0.16620000000000001,0.2652,-0.7074,-0.47840000000000005,-1.9295,0.1114,0.1653,-0.25420000000000004,0.2612,3.4639,0.3402,-0.25120000000000003,0.3174,0.23340000000000002,-0.4088,0.32080000000000003,0.317,0.0219,-0.5617,-0.9013,0.2373,-0.0572,-0.2459,-0.061900000000000004,0.20670000000000002,-0.487,0.3648,-0.18610000000000002,-0.34690000000000004
some,0.9287000000000001,-0.10830000000000001,0.215,-0.5024000000000001,0.1038,0.2273,-0.542,-0.2901,-0.6461,0.12660000000000002,-0.41490000000000005,-0.2934,0.36860000000000004,-0.4173,0.6912,0.0673,0.19720000000000001,-0.030500000000000003,-0.2172,-1.2238,0.0095,0.19590000000000002,0.5659000000000001,-0.0675,0.0592,-1.3909,-0.8928,-0.1355,0.162,-0.4021,4.1644,0.37820000000000004,0.158,-0.4889,0.2313,0.2326,-0.2531,-0.1998,-0.1226,0.1562,-0.32,0.3831,0.4727,0.877,0.32220000000000004,0.0013000000000000002,-0.49860000000000004,0.5558000000000001,-0.7036,-0.5269
time,0.026500000000000003,0.33740000000000003,0.06570000000000001,-0.11610000000000001,0.41650000000000004,-0.2114,-0.6958000000000001,0.2822,-0.3608,-0.13820000000000002,0.012100000000000001,0.0862,-0.8464,0.0572,1.1582,0.147,-0.0049,-0.249,-0.9601000000000001,-0.3038,0.23970000000000002,0.2106,0.4061,0.1779,0.5525,-1.6357,-0.1778,-0.45220000000000005,0.458,0.1424,3.7087,0.40290000000000004,-0.4083,-0.293,0.0309,-0.15360000000000001,0.1061,0.634,0.124,-0.2535,-0.1034,0.007,-0.1733,0.3554,-0.4637,0.1529,0.4148,-0.3398,-0.23040000000000002,0.1907
you,-0.0011,0.3332,0.3574,-0.5404,0.8203,-0.4939,-0.3259,0.002,-0.2383,0.35550000000000004,-0.6066,0.9893000000000001,-0.2179,0.1124,1.1494,0.7328,0.5118,0.2929,0.28390000000000004,-1.359,-0.3795,0.5094000000000001,0.7071000000000001,0.6294000000000001,1.0534,-2.1756,-1.3204,0.4,1.5741,-1.6600000000000001,3.7721,0.8695,-0.8044,0.1839,-0.3433,0.010700000000000001,0.23970000000000002,0.06670000000000001,0.7012,-0.737,0.2088,0.11560000000000001,-0.1519,0.8591000000000001,0.2262,0.1652,0.36310000000000003,-0.457,-0.049,1.1316
years,0.1696,0.4344,-0.042100000000000005,-0.6332,-0.1278,0.5367000000000001,-1.0662,-0.32630000000000003,-0.5008,0.10250000000000001,-0.022,-0.35100000000000003,-0.6415000000000001,-0.42450000000000004,1.3836,-0.13540000000000002,-0.24750000000000003,0.22160000000000002,-0.6556000000000001,0.44420000000000004,0.17020000000000002,0.3582,0.5638000000000001,-0.48040000000000005,-0.1476,-1.629,-0.3131,-0.4722,0.026600000000000002,0.47600000000000003,3.4619,0.1207,-0.0453,-0.47300000000000003,0.2857,-0.0776,-0.1645,0.7181000000000001,0.2617,-0.16840000000000002,-1.245,-0.0762,0.1749,0.2451,-0.638,-0.211,-0.49920000000000003,-0.5011,-0.7704000000000001,-0.32230000000000003
if,0.49860000000000004,-0.1228,0.44770000000000004,-0.08270000000000001,0.7812,0.1203,-0.044700000000000004,0.4796,-0.2454,0.0732,0.13540000000000002,0.4748,-0.45840000000000003,-0.125,1.2397,1.1176,0.5239,-0.2514,0.0949,-0.8722000000000001,-0.45380000000000004,-0.0099,0.4612,0.23340000000000002,0.30670000000000003,-2.4232,-0.21250000000000002,0.3755,0.9285,-0.4706,3.6259,0.3914,-0.9416,-0.3195,-0.1285,-0.47340000000000004,0.41340000000000005,0.0412,0.3008,-0.6125,-0.23720000000000002,0.2472,-0.044700000000000004,0.6241,-0.2735,0.008700000000000001,-0.2291,0.264,-0.062200000000000005,0.6292
no,0.3496,0.4015,-0.0126,0.1374,0.40080000000000005,0.46680000000000005,-0.0974,-0.0025,-0.3356,-0.0046,-0.0591,0.2753,-0.39740000000000003,-0.2927,0.9744,0.4188,0.184,-0.20600000000000002,-0.0614,-0.6158,-0.5347000000000001,0.41540000000000005,0.34850000000000003,-0.31880000000000003,0.274,-1.832,-0.8236,0.4882,1.1372,-0.38020000000000004,3.8114,0.2551,-0.7064,-0.2582,0.0409,-0.0974,0.7957000000000001,-0.4948,0.1087,0.1484,-0.1839,0.1331,0.2147,0.5393,-0.19340000000000002,-0.4222,-0.6141,0.7037,0.5759000000000001,0.43510000000000004
world,-0.41490000000000005,0.7185,-0.3045,0.8744000000000001,0.22440000000000002,-0.5649000000000001,-0.37570000000000003,-0.448,0.6135,-0.1136,0.7456,-0.106,-1.1882,0.5097,1.3511,0.0699,0.7331000000000001,0.2677,-1.1787,-0.148,0.039900000000000005,0.033100000000000004,-0.2741,0.25120000000000003,0.4151,-1.6188,-0.8178000000000001,-0.7389,-0.29,0.5728,3.4719,0.7382000000000001,-0.044500000000000005,-0.1512,-0.935,-0.1315,-0.2856,0.7633000000000001,-0.8333,-0.6793,-0.391,-0.6447,1.0044,-0.2051,0.468,0.9931000000000001,-0.1622,-0.4602,-0.3764,-0.6754
can,0.8052,0.37120000000000003,0.5593,-0.0114,0.17320000000000002,0.195,0.0577,-0.1245,-0.011300000000000001,0.20650000000000002,0.4108,0.8958,0.3189,0.0308,0.6019,1.2023,0.6828000000000001,-0.1327,0.1698,-1.4674,-0.4184,-0.47400000000000003,0.7267,0.6109,0.44580000000000003,-1.4793,-0.5004000000000001,-0.12250000000000001,0.7599,-0.7711,3.9653,0.3808,-0.6439,-0.849,0.0755,0.1752,0.3012,0.1296,0.2725,-0.3295,0.3421,0.15610000000000002,0.20950000000000002,0.9795,0.3593,0.1912,0.4549,-0.1895,-0.209,0.4761
three,0.40540000000000004,0.438,0.3624,0.25680000000000003,0.3825,0.6826,-0.9785,0.1274,-0.46130000000000004,-0.5481,-0.3538,-0.5670000000000001,-0.6576000000000001,0.5018,0.5325,-0.7796000000000001,-0.08990000000000001,-0.37570000000000003,-1.1097,-0.3073,-0.0227,0.1163,0.677,-0.051500000000000004,-0.5972000000000001,-1.02,0.2429,-0.6022000000000001,-0.3518,-0.5405,3.9844,0.4152,0.040400000000000005,0.2691,1.1193,0.5292,0.37310000000000004,0.2892,-0.1471,0.23570000000000002,-0.7271000000000001,0.0533,0.45370000000000005,0.20370000000000002,-0.1338,0.015300000000000001,-0.2204,-0.15660000000000002,-0.3029,-0.7754000000000001
do,0.296,-0.1384,0.0438,-0.3874,0.1226,-0.6518,-0.28240000000000004,0.0903,-0.5519000000000001,0.3206,0.0037,0.9323,-0.22030000000000002,-0.2192,0.9217000000000001,0.7572,0.8489,-0.004200000000000001,0.5363,-1.2667,-0.6103000000000001,0.167,0.8275,0.6576000000000001,0.48960000000000004,-1.9744000000000002,-1.149,-0.2146,0.8054,-1.4745,3.749,1.0141,-1.1293,-0.5266000000000001,-0.1203,-0.2793,0.0651,-0.0436,0.6043000000000001,-0.2089,-0.45740000000000003,0.010400000000000001,0.4146,0.6890000000000001,0.1447,-0.032,-0.048100000000000004,-0.0001,0.1385,0.9695
;,-0.116,1.1429,0.026000000000000002,-0.0085,0.319,0.6598,-0.2506,-0.9837,-0.8333,-0.21150000000000002,-0.37310000000000004,0.4123,0.029500000000000002,-0.42160000000000003,0.26830000000000004,-0.3826,-0.267,-0.17550000000000002,-0.6999000000000001,0.0884,-0.057800000000000004,0.1438,0.43370000000000003,0.3184,-0.2841,-0.9644,0.09620000000000001,-0.5305,0.5912000000000001,-0.4279,3.3692,0.06760000000000001,-0.1039,-0.047900000000000005,0.11320000000000001,-0.0563,0.147,0.057100000000000005,1.0275,0.4166,0.6982,0.5468000000000001,0.9115000000000001,-0.2666,-0.3527,1.1042,0.0741,-0.8676,0.075,0.804
only,0.2489,0.2149,0.229,-0.1267,0.631,0.5115000000000001,-0.4651,0.0683,-0.3094,-0.007,0.19940000000000002,-0.1802,-0.1883,-0.28700000000000003,0.7878000000000001,0.0674,0.2088,-0.0772,-0.6901,-0.4217,-0.3975,-0.0506,0.5029,0.10790000000000001,0.2305,-1.5503,-0.1847,-0.1832,0.26180000000000003,-0.29710000000000003,3.9005,0.27990000000000004,-0.1658,-0.19,0.4665,-0.0349,0.579,0.44880000000000003,-0.2995,-0.2616,-0.1613,0.023,0.2928,0.4646,-0.5964,0.1268,-0.3577,0.03,-0.1492,-0.08420000000000001
