,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
resting,0.6403,1.0128,-0.1428,-0.6245,1.1752,-0.2464,0.0145,0.7234,0.36050000000000004,-0.6004,0.2508,-0.1335,0.0506,0.5401,-0.1097,0.756,-0.10310000000000001,-0.2866,-0.15760000000000002,-0.3593,-0.8318000000000001,0.1336,0.157,-0.216,0.1448,-0.2626,0.3623,1.0718,0.3418,0.201,1.5021,0.44670000000000004,0.4641,0.0833,0.289,0.6088,0.6831,0.7102,0.2822,-0.13390000000000002,-0.267,-0.4248,-0.6221,0.9348000000000001,0.2569,-0.31370000000000003,0.2358,-0.8497,-0.1081,-0.7513000000000001
bowls,-1.9375,0.3471,-0.8803000000000001,0.6269,0.2484,-0.1242,-0.30460000000000004,0.1743,-0.7174,-0.29560000000000003,-0.2112,0.3204,0.8284,0.9003,0.3095,0.1316,0.0165,0.9268000000000001,-0.8230000000000001,-1.0926,-0.1452,-1.0152,1.1164,0.0687,-0.3899,-0.060200000000000004,0.1603,0.13970000000000002,0.5958,-0.0886,1.392,0.8102,-0.0132,1.1087,0.5733,1.4687000000000001,-0.11380000000000001,1.7417,0.148,-0.1019,-0.2947,0.3048,-0.8124,1.5553,0.0199,1.7263000000000002,-0.39540000000000003,-0.4647,-0.5962000000000001,-0.9822000000000001
wildly,0.1246,-1.4263,-0.09920000000000001,-0.8447,0.1844,-0.3546,-0.41050000000000003,-0.46780000000000005,-0.9535,1.202,-0.31720000000000004,-0.6735,-0.44070000000000004,0.1313,0.044,-0.5243,0.0347,0.07970000000000001,-0.7672,-1.4092,0.0238,0.31,0.25570000000000004,0.0718,0.877,-0.4792,-0.4348,1.0437,0.0198,-0.1364,1.5436,0.4022,1.2487,-0.25520000000000004,-0.2142,-0.40180000000000005,-0.5307000000000001,0.5695,-1.6267,0.013800000000000002,-0.3542,0.5255000000000001,-0.6782,0.6741,0.1884,-0.977,0.199,0.12150000000000001,-0.0505,-0.2662
fiercely,-0.1501,-1.2189,-0.1854,-0.44920000000000004,-0.1582,0.6062000000000001,0.06770000000000001,0.32880000000000004,-0.6962,0.0747,-0.1524,-0.7656000000000001,-0.039,0.17420000000000002,-0.7943,0.12490000000000001,0.6416000000000001,0.2596,0.4263,-0.3684,-0.5925,0.5873,-0.3934,0.20520000000000002,-0.0149,-1.6812,0.3393,0.3965,0.1585,0.3098,1.1379,-0.1628,-0.3165,-0.5366000000000001,-1.1408,-0.37560000000000004,-0.5985,0.516,-1.7735,-0.312,0.2973,-0.229,0.1825,0.4975,0.3548,-0.2582,-1.4071,-0.1032,-0.8137000000000001,-0.33230000000000004
shine,-0.7423000000000001,0.5433,0.055600000000000004,-0.079,0.21330000000000002,-0.7753,0.17880000000000001,-0.14170000000000002,0.0051,0.967,0.37970000000000004,0.6408,-0.1315,0.3811,0.2518,0.9573,0.2482,-0.233,-0.3204,-1.1163,0.0714,0.5143,0.6363,-0.484,0.3855,-0.18,-0.8384,0.4385,0.3544,-0.7736000000000001,0.9342,1.1349,-0.06,-0.3567,-0.1592,0.127,0.047,-0.0341,-0.1701,-1.0904,-0.11460000000000001,0.1416,-0.1585,-0.6363,0.27390000000000003,0.22030000000000002,0.5216000000000001,-1.0095,-0.2597,-0.1875
strangers,0.8942,0.5244,-0.07730000000000001,-0.7579,1.158,0.2084,-0.2919,0.5516,-0.3403,0.1806,-0.7061000000000001,0.2539,0.3437,0.26940000000000003,0.55,-0.3346,-0.2571,0.2053,0.23770000000000002,-0.7122,0.444,1.4719,0.5383,1.041,0.8656,-0.1826,-0.30260000000000004,0.0475,0.9999,-0.851,1.1461000000000001,1.1427,0.167,-0.4156,-0.3582,0.0787,-0.29960000000000003,-1.0296,-0.4484,-0.1734,0.20320000000000002,-0.1892,0.1893,0.8200000000000001,0.2975,-0.3869,-0.23920000000000002,-0.7595000000000001,-0.0582,-0.22710000000000002
crescent,0.7986000000000001,0.9534,-0.2202,-0.7267,0.8664000000000001,-0.6926,-0.7173,-0.531,1.0071,-1.1313,0.2952,-0.0523,0.3814,0.1197,-1.3064,0.4016,0.2914,0.553,-0.44020000000000004,0.28090000000000004,-0.0126,0.3158,-0.1752,-0.186,-0.8584,-0.0734,-0.139,0.8063,-0.5876,-0.2616,0.9595,0.459,-0.1918,0.4592,-0.048,0.1056,-0.1008,-0.8263,0.22540000000000002,0.5462,0.2745,-0.3239,-0.0921,-0.3874,0.1553,-0.1683,-0.3941,0.1621,-0.15910000000000002,-0.8827
bolt,-1.2995,-0.08710000000000001,0.9928,0.5,0.272,1.1911,0.2984,-0.2081,0.245,-0.41650000000000004,0.37370000000000003,-0.3622,-0.7156,1.2182,0.1927,1.0563,0.5646,0.1164,-1.0786,-1.2261,-0.0267,-0.2195,-0.3448,-0.1424,0.9855,-1.2263,0.4083,-0.015300000000000001,0.2586,-0.157,0.6271,-0.06,-0.4531,0.5558000000000001,-0.3708,-0.2205,1.014,0.0158,-0.769,-0.16690000000000002,0.2883,0.0805,-0.4193,0.7332000000000001,0.7306,0.135,0.5027,-0.6017,-0.5969,-0.6331
hail,-0.269,0.4506,0.5258,-0.4796,-0.7932,0.078,0.136,0.9861000000000001,-0.15130000000000002,0.2,-0.4108,-0.31620000000000004,0.7039000000000001,0.1173,-0.6077,-0.3723,-0.12240000000000001,-0.0296,-0.5818,-0.5884,-0.5553,-0.096,0.4378,-0.7892,0.6775,-0.6186,-0.6454000000000001,0.2539,0.41250000000000003,-0.2888,1.2054,0.6518,0.0965,0.19140000000000001,-0.0819,0.4212,0.19240000000000002,-1.0311,0.19490000000000002,0.6098,-0.6031000000000001,0.4842,-0.3548,-0.749,0.9718,0.6591,-0.4005,0.0368,-0.17830000000000001,-0.8826
fiery,-0.1125,0.2685,-0.44170000000000004,-0.2589,0.0526,0.5288,-0.0961,0.3745,-0.263,1.2842,-0.6585000000000001,-0.5125000000000001,0.047,1.025,-0.7454000000000001,-0.9389000000000001,-0.7638,0.0985,-0.9494,-0.4247,-0.6602,0.8085,0.0555,-0.3955,0.7515000000000001,-1.2461,0.0412,0.7851,0.651,1.3409,0.8766,-0.4232,-0.49760000000000004,0.022600000000000002,-0.1241,-0.21230000000000002,-0.34700000000000003,-0.4801,-0.24380000000000002,0.4456,0.1187,0.6997,-1.1334,0.2591,1.3079,0.9046000000000001,-0.2543,0.0454,0.3448,-0.8556
courtesy,-0.0886,0.7803,-0.5144000000000001,0.2556,0.3116,-0.40950000000000003,-0.0078000000000000005,0.41440000000000005,-0.1072,0.1612,-0.276,0.5308,0.1617,-0.48350000000000004,-0.0383,-0.6187,-0.7403000000000001,-0.387,0.0199,-0.44720000000000004,0.0031000000000000003,0.0603,-0.1726,-0.18,0.40790000000000004,-0.6718000000000001,-0.295,-0.1356,-0.16010000000000002,-0.31170000000000003,1.3636,1.0421,-0.2792,0.3629,0.4802,0.3074,0.4797,0.2973,-0.49710000000000004,-0.4577,0.7942,0.2864,-0.49670000000000003,0.0646,-0.371,0.1433,-0.0989,0.19190000000000002,0.6172000000000001,-0.0412
bitterly,-0.1383,-0.9653,-0.6564,-0.4897,-0.7447,0.8871,-0.028800000000000003,1.1136,-1.2687,-0.6199,-0.6841,-1.1082,-0.34290000000000004,-0.311,0.3126,0.1985,0.29450000000000004,0.08510000000000001,0.48360000000000003,-0.3178,-0.5203,0.6757000000000001,0.5641,0.38430000000000003,0.6854,-1.4029,0.1073,0.7789,0.081,0.6874,1.0656,0.0313,-0.013600000000000001,-0.030500000000000003,-1.1039,-0.9483,-0.6003000000000001,0.23570000000000002,-1.2422,0.3325,-0.6264000000000001,0.020200000000000003,-0.0001,0.4208,-0.060500000000000005,0.2147,-1.5155,0.40030000000000004,-1.0058,-0.2785
crashing,0.5051,-0.5698,0.8348,0.0688,-0.4837,-0.16190000000000002,-0.3613,0.562,-0.0591,-0.0853,-0.216,-0.3754,-0.8139000000000001,0.8492000000000001,0.041800000000000004,-0.0178,-0.31980000000000003,-0.1283,-1.4161000000000001,-0.9053,-0.0183,0.2652,-0.5925,-0.3865,0.9962000000000001,-0.7784000000000001,0.021,0.8234,0.8944000000000001,-0.2898,1.3645,0.14150000000000001,0.2691,0.4766,-0.2291,0.38480000000000003,0.09430000000000001,-0.29610000000000003,0.19460000000000002,0.0221,-0.336,-0.1153,0.5013000000000001,0.1419,0.29510000000000003,0.4978,0.632,-0.993,0.5167,-1.5896
weary,0.25270000000000004,-0.4562,0.0951,-1.1714,0.1366,-0.6995,-0.4879,1.2574,-0.33140000000000003,-0.32180000000000003,-0.4676,-0.3972,0.24070000000000003,0.37460000000000004,0.162,-0.2968,-0.27080000000000004,-0.061200000000000004,0.22920000000000001,-0.5787,-1.0201,1.0917,-0.19390000000000002,0.38270000000000004,0.7434000000000001,-0.7397,-0.225,0.5893,0.6161,0.582,1.111,1.1363,0.583,0.0572,-0.44120000000000004,0.0482,-0.9647,-0.5869,-0.0154,-0.9982000000000001,-0.4844,0.49150000000000005,0.25520000000000004,0.0698,0.38130000000000003,0.2596,-0.09680000000000001,-0.1321,-0.5503,-0.0736
newcomers,-0.1453,0.1658,0.13,-0.43660000000000004,-0.1048,-0.0723,-0.8146,0.3095,-0.9307000000000001,0.24930000000000002,0.1822,-0.0092,0.4258,0.0679,0.2743,0.0007,0.9141,-0.1817,0.1134,-0.4117,-0.5064000000000001,-0.3095,-0.3335,1.06,-0.0059,-0.0555,0.31320000000000003,-0.6970000000000001,-0.3415,-0.0702,1.2705,1.6225,0.31170000000000003,-0.4872,0.30160000000000003,0.2964,-0.63,0.1542,-0.6128,-0.7477,-0.1854,0.3183,0.2763,0.0935,0.0716,0.3791,-0.186,0.2437,-0.1834,-0.1772
smiled,-0.42850000000000005,-0.3356,-0.15710000000000002,-0.6943,1.73,-0.8484,-0.3911,0.6418,-1.1703000000000001,-0.12480000000000001,-0.0781,-0.085,-0.3815,-0.0718,0.24680000000000002,0.3672,-1.0905,-0.1719,0.12340000000000001,-0.9408000000000001,-0.361,1.8449,0.7554000000000001,-0.6646000000000001,1.2699,-1.3348,0.315,1.7479,-0.4495,-1.3363,0.1902,0.5387000000000001,0.5115000000000001,0.21760000000000002,-0.39740000000000003,-0.7964,-0.0057,0.7877000000000001,-0.5802,-0.22990000000000002,0.3476,0.5813,-0.3785,0.3084,0.1534,-0.725,-0.1595,-0.4756,-0.4033,-0.3811
angrily,-0.1819,-0.8041,-0.019700000000000002,-0.2301,0.1958,0.22710000000000002,0.0731,1.1266,-0.7654000000000001,-0.10160000000000001,-0.5191,-0.156,-0.6571,-0.1716,0.1894,0.065,-0.0048000000000000004,-0.2813,0.48910000000000003,-0.5939,0.2914,1.1028,0.1544,-0.0893,0.969,-2.1558,1.1237,1.1368,-0.5938,-0.9005000000000001,0.5338,-0.167,-0.2081,-0.0098,-1.171,-0.49060000000000004,0.1656,-0.6172000000000001,-0.6172000000000001,0.1685,0.3803,0.7018,-0.3095,-0.3504,1.0572,-0.2277,-0.9335,0.6295000000000001,-0.0713,-0.6088
conquered,0.869,-0.6186,0.0884,-0.4852,-0.0253,-0.7467,-0.0966,0.5836,-1.2368999999999999,-0.5319,0.6947,0.046200000000000005,-0.2894,-1.0575,-0.2081,1.0629,0.5785,-0.3774,-0.7384000000000001,1.5949,-0.7846000000000001,-0.512,0.3617,0.1442,0.8247,-0.8619,-1.1181,-0.7001000000000001,0.202,0.1255,0.93,-0.1009,0.229,0.19820000000000002,-0.1193,-0.0801,-0.799,0.5912000000000001,-1.2194,0.7174,-0.25270000000000004,-0.1466,0.5273,-0.1375,-0.8967,0.22540000000000002,-0.486,-1.291,-0.8593000000000001,-1.4148
vanguard,0.4418,-0.16770000000000002,0.5107,-0.8263,0.6484,-0.6306,-0.36360000000000003,-0.5538000000000001,-0.41500000000000004,0.1315,0.1241,0.3734,0.2122,0.003,-1.0146,-0.30510000000000004,0.1635,0.6925,-0.309,0.28,0.3805,-0.19210000000000002,0.0565,-0.2684,-0.719,-0.22660000000000002,-0.8623000000000001,-0.8429000000000001,-0.9062,0.5209,1.4946000000000002,0.2534,-0.0999,0.6757000000000001,-0.1301,-0.781,-0.8028000000000001,-0.7633000000000001,0.35960000000000003,-0.6996,0.1635,-0.7737,-0.4887,0.1313,-0.3527,-0.9560000000000001,0.0015,0.3453,-0.3805,0.7088
fury,0.1355,0.0568,-0.0952,-0.3487,-0.7278,0.4635,0.437,0.8399000000000001,-0.3032,0.4067,-0.1897,0.367,-0.2383,-0.1413,-0.33440000000000003,-0.43760000000000004,0.2485,0.7602,-1.5152,-0.1202,-0.2732,0.4274,0.1564,-0.27540000000000003,0.3008,-0.9776,-0.2969,0.5165000000000001,0.4394,0.3195,0.8471000000000001,0.3927,0.1898,-0.5261,-0.7741,0.3229,0.10980000000000001,-2.1388,-0.2233,-0.6783,0.255,0.009000000000000001,-0.8535,-0.7324,0.6093000000000001,0.7599,-0.4464,-0.1308,-0.35960000000000003,-0.38820000000000005
robbed,-0.0313,-0.7978000000000001,0.719,-0.1075,0.6816,0.007200000000000001,-0.8506,0.9303,-0.038200000000000005,0.0182,0.1502,-0.4546,-0.6591,-0.5205000000000001,0.8091,-0.3226,0.1053,-0.0224,-0.2995,-0.0874,-0.0006000000000000001,0.6412,-0.159,0.2396,-0.1197,-0.9821000000000001,-0.26890000000000003,0.12050000000000001,0.6657000000000001,-0.803,0.4173,0.517,0.5087,0.1404,-0.16870000000000002,0.4698,-0.0134,-0.18080000000000002,0.3297,-0.0747,0.0538,0.0587,0.4534,0.3861,0.138,-1.0133,-1.2797,-0.7151000000000001,0.8274,-1.2076
await,0.9221,-0.3573,-0.1975,-0.23720000000000002,0.7528,-1.401,-0.0164,1.6221999999999999,0.4152,0.1131,-0.5137,-0.1923,0.48760000000000003,0.14780000000000001,0.9977,0.1908,-0.3655,-1.3581,0.3014,-0.8872,0.6054,-0.0039000000000000003,-0.34990000000000004,-0.192,0.2526,-0.47790000000000005,-0.10250000000000001,-0.1557,-0.0108,0.0531,0.9448000000000001,0.1885,-0.6257,-0.679,0.687,-0.3296,0.30310000000000004,-0.42410000000000003,-0.1199,-0.9102,-0.737,-0.4461,0.2908,0.3285,0.3613,0.1976,0.7101000000000001,0.7305,0.18610000000000002,-0.5186000000000001
misery,0.34490000000000004,0.4544,-0.027100000000000003,-0.7947000000000001,-0.2525,-0.2363,0.4758,0.6167,0.44170000000000004,0.6407,-0.16870000000000002,-0.0057,-0.49520000000000003,-1.2172,1.0338,-0.2318,0.5151,-0.5085000000000001,0.0902,0.28600000000000003,-0.5989,0.40700000000000003,-0.1774,-0.19140000000000001,0.6589,-0.2,-0.583,0.1751,1.3649,0.6706000000000001,1.3492,1.3858000000000001,0.6868000000000001,-0.0721,-1.0059,0.8713000000000001,-0.6128,-0.898,0.7276,-0.3521,-0.1017,0.0165,0.184,-0.16820000000000002,0.1718,0.6571,0.07,-0.1912,0.2587,-1.1433
suppose,0.28800000000000003,0.1636,0.6072000000000001,-0.2427,1.2279,-0.3044,0.7814,-0.020200000000000003,-0.5657,0.2165,-0.0213,0.6041000000000001,-0.3866,-0.4671,0.9932000000000001,0.7984,0.6814,0.1865,0.1043,-0.681,-0.49760000000000004,-0.24380000000000002,0.5582,0.6934,1.0205,-0.6246,-1.0389,0.11080000000000001,0.8554,-0.404,1.1104,0.1323,-0.3088,0.02,0.0526,-0.8483,0.3392,0.0114,0.2371,0.2154,0.3481,-0.2177,-0.2076,1.0789,-0.6969000000000001,0.0801,0.4162,0.2521,0.014100000000000001,0.8901
reckless,-0.48760000000000003,-0.5434,-0.4964,-0.6442,-0.8181,0.8034,0.9531000000000001,0.1252,-0.11750000000000001,0.9057000000000001,-0.7834,0.7071000000000001,-0.8936000000000001,-0.46590000000000004,-0.1585,-1.0295,0.5857,0.5155000000000001,-0.49470000000000003,-0.6711,0.34240000000000004,0.6970000000000001,-0.34090000000000004,-0.34240000000000004,0.3714,-1.4664000000000001,0.355,0.35910000000000003,1.5749,0.5376000000000001,0.8948,0.2738,0.167,-0.6312,0.3568,-0.3351,0.012700000000000001,-0.9549000000000001,-0.8783000000000001,-0.3662,-0.7818,-0.4888,0.7725000000000001,0.3549,0.5607,-1.5859,-0.32680000000000003,0.4469,1.9659,0.9355
wizards,-0.9905,-0.14930000000000002,0.6683,0.6815,0.44060000000000005,-0.6312,-0.9799,-0.3456,-1.0859,0.4958,-0.42510000000000003,0.7484000000000001,-0.8639,0.44260000000000005,-0.2651,-0.079,-0.0073,-0.026500000000000003,-1.6352,0.2808,-0.4476,0.3894,-0.18330000000000002,-0.5157,-0.4998,-0.14100000000000001,0.3239,-0.3623,0.4788,-1.3399,0.2902,0.7635000000000001,0.2792,-0.9168000000000001,0.8947,0.5472,0.07350000000000001,-0.6096,0.3557,-0.33240000000000003,-0.5666,-0.17070000000000002,0.075,0.5777,-0.5167,1.8348,-0.09090000000000001,0.5926,0.1699,-0.3024
cousins,0.6937,0.4164,-0.1763,-0.0456,0.8581000000000001,0.8934000000000001,-0.9668,0.3658,-0.8354,-0.1956,0.277,0.6833,0.02,0.1824,0.2194,0.06770000000000001,-0.17650000000000002,-0.24250000000000002,0.1761,0.1017,-0.5678000000000001,0.5394,0.3648,0.6949000000000001,0.2346,-0.37010000000000004,-0.4419,-0.9178000000000001,0.3558,-0.24180000000000001,0.7984,0.341,0.4384,0.30210000000000004,1.0974,0.08270000000000001,-0.8151,0.014,-0.2086,0.4615,-0.4017,0.4298,0.1568,0.3306,0.5801000000000001,0.0889,-0.31020000000000003,-1.1341,-0.5365,-0.1371
lips,-0.5326000000000001,-0.14120000000000002,-0.46880000000000005,-1.2013,-0.046900000000000004,0.9458000000000001,0.4529,0.0391,-0.0199,-0.059800000000000006,-0.0091,0.44570000000000004,0.2616,0.6509,-0.3231,0.6316,-0.6752,-0.3774,0.8263,-0.7618,-0.3382,0.7715000000000001,1.4806,-0.2626,0.29510000000000003,-0.9702000000000001,-0.4773,2.0864,-0.0388,-1.7194,1.334,0.4033,0.3771,0.6124,-0.7249,0.0381,-0.074,-0.5979,0.5279,-1.2296,0.0782,0.16840000000000002,-0.1898,-0.0993,0.15080000000000002,-0.2021,0.6233000000000001,-0.9907,-0.48310000000000003,-0.879
earnest,-0.034800000000000005,-0.2106,-1.0107,-0.9564,0.0145,-0.1976,-0.48360000000000003,0.2257,-0.3422,0.6661,-1.0075,0.038700000000000005,-0.3391,0.1454,0.0004,-0.46690000000000004,0.045700000000000005,0.0641,0.2378,0.20070000000000002,0.304,1.1309,0.33790000000000003,-0.3967,0.9744,-0.3901,0.33440000000000003,0.14300000000000002,0.7014,0.35350000000000004,1.1632,-0.09530000000000001,-0.5912000000000001,-0.34700000000000003,0.1529,0.0424,-0.4237,0.3049,-0.5159,-0.6199,-0.4641,-0.45370000000000005,-0.789,-0.2373,0.2384,-0.0784,0.5874,0.3659,-0.38380000000000003,0.709
belts,-1.1364,-0.3154,1.0956,0.3442,-0.033600000000000005,0.33240000000000003,0.8136,-1.0727,0.6732,-0.8624,0.4188,-0.3441,-0.5469,0.2881,-0.2894,1.3614,-0.28340000000000004,0.3572,-0.10590000000000001,-1.4703,-0.38520000000000004,-0.20750000000000002,0.21730000000000002,-0.5103,-0.7777000000000001,-0.8839,-0.6708000000000001,0.46480000000000005,0.8818,-0.6691,0.9449000000000001,1.1409,-0.26080000000000003,0.07780000000000001,1.0153,1.164,0.2485,0.1865,-0.5825,0.49060000000000004,-0.9262,0.5603,0.4499,0.7817000000000001,0.0791,-0.5597,0.2579,-1.2425,0.0887,-0.9188000000000001
brewing,0.28500000000000003,-0.12090000000000001,-1.0367,0.8282,-0.36960000000000004,0.46740000000000004,-0.8658,0.0745,0.5964,0.248,0.224,0.39540000000000003,-0.46440000000000003,-0.4198,-0.1723,0.3612,0.22240000000000001,0.5819,-1.0902,-0.8307,1.06,-0.6272,-0.37970000000000004,-0.21730000000000002,-0.8506,-0.5713,-0.4843,0.0502,0.9527,1.1523,0.5331,0.0868,-0.137,0.5296000000000001,-0.37420000000000003,-0.8067000000000001,-1.8492000000000002,-0.004200000000000001,0.9396,0.6656000000000001,-0.098,0.11380000000000001,-0.8465,0.1791,0.2994,1.1077,-0.4224,-0.07730000000000001,-1.0222,-0.2411
ribbon,-0.8537,0.9540000000000001,-0.8302,0.2177,0.10890000000000001,0.518,0.4268,-1.0611,1.164,-1.2907,-0.2016,-0.13390000000000002,0.5509000000000001,0.6338,-0.7017,-0.40650000000000003,-0.7226,0.39,-0.07390000000000001,-1.221,0.3911,-1.0319,0.3564,-1.0173,-0.8094,-0.7191000000000001,-0.35660000000000003,1.2156,-0.6703,-1.4651,1.2984,0.6307,-0.6735,0.1883,-0.6455000000000001,0.4328,0.2484,0.3472,-0.5711,-0.5235000000000001,-0.046400000000000004,-0.33380000000000004,-0.491,-0.3524,0.1547,-0.7584000000000001,0.7942,-0.6713,-0.4174,-0.5076
delight,0.168,0.3054,-0.4894,-0.4454,0.7623000000000001,-0.2579,0.0476,0.7543000000000001,-0.211,1.0497,-0.1207,-0.2043,0.5873,-0.3755,0.17120000000000002,-0.4645,0.0504,0.3514,-0.717,-1.2064,0.0853,0.7241000000000001,0.0044,-0.016300000000000002,0.9752000000000001,-0.5146000000000001,-0.9714,0.5167,0.3693,-0.2054,0.8591000000000001,1.1592,0.21610000000000001,0.109,-0.5084000000000001,-0.16720000000000002,-0.30960000000000004,-0.46440000000000003,0.059500000000000004,-0.508,0.7358,0.2962,-0.8963000000000001,0.1993,0.8518,0.1749,-0.0489,0.0246,0.0046,-0.4128
hints,0.6419,0.5125000000000001,-0.3296,-0.1486,0.458,0.29610000000000003,-0.1668,0.0396,-0.5821000000000001,0.587,-0.5222,0.2015,0.509,-0.024900000000000002,0.3498,0.5489,-0.41140000000000004,-0.8677,0.4601,-0.4801,0.2157,0.0344,0.33580000000000004,-0.2134,0.4823,-0.5443,-0.2903,0.9352,0.2697,0.353,1.1634,-0.056900000000000006,-0.0863,-0.3488,0.5103,-0.0517,-0.8099000000000001,-0.1676,-0.4252,-0.9704,0.3572,0.2863,-0.4853,-0.28350000000000003,0.8718,0.2086,0.9671000000000001,1.5987,0.17830000000000001,-0.3531
ours,0.23770000000000002,0.0108,0.293,-0.2636,0.9126000000000001,-0.3977,0.2848,0.041,-0.4806,0.1217,0.1834,0.1274,-0.3446,-0.264,0.3292,0.8807,0.9519000000000001,0.44480000000000003,0.9084000000000001,-0.17170000000000002,-0.6723,0.0993,0.0922,0.34840000000000004,0.8352,-0.5142,-1.3423,0.1638,1.0676,-0.6748000000000001,1.3185,0.6907,-0.0637,0.2169,-0.6776,-0.4786,-0.19820000000000002,0.09430000000000001,-0.16720000000000002,0.0523,-0.2404,-0.7422000000000001,0.3487,0.23290000000000002,-0.2726,0.3513,-0.5905,0.0067,-0.1801,0.2967
fool,-0.0757,-0.16440000000000002,0.18030000000000002,-0.6262,0.5218,-0.1411,0.1033,0.353,-0.1423,0.863,-0.34640000000000004,0.9741000000000001,0.012,0.20470000000000002,0.42750000000000005,0.2268,0.9701000000000001,0.6735,-0.32030000000000003,-0.2439,0.1751,0.26080000000000003,0.6945,0.4883,0.8975000000000001,-1.2046000000000001,-1.322,0.1062,1.0258,-0.8764000000000001,0.6774,0.0056,-0.5102,0.0478,-0.20570000000000002,0.0458,0.44820000000000004,-0.2629,0.0702,-0.6666000000000001,0.4131,-0.4102,-0.2711,0.4622,0.3854,-0.1066,-0.2641,-0.1307,0.7148,0.5467000000000001
vanished,0.8519,-0.1278,0.4506,-0.4867,0.5136000000000001,-0.0627,-1.1345,0.30360000000000004,-0.122,-0.037,0.2255,-0.43010000000000004,-0.0604,0.41450000000000004,0.9146000000000001,0.4521,-0.9078,-0.16790000000000002,-0.3804,0.5681,-0.30460000000000004,0.9196000000000001,0.1734,0.0694,0.4485,-0.6316,-0.5233,0.6201,0.8728,0.3594,0.5604,-0.43360000000000004,0.11380000000000001,-0.2793,0.0978,0.0236,-0.5726,0.1073,0.0205,-0.196,-0.4824,-0.1182,0.5195000000000001,0.3224,-0.4269,-0.2954,-0.0403,-0.7484000000000001,-0.1845,-1.041
daylight,0.6666000000000001,-0.27,-0.2232,-0.5798,0.0251,-0.6608,0.0816,0.0555,0.0451,0.19540000000000002,-0.4193,-0.8704000000000001,0.1246,0.5252,0.1557,0.2617,-0.40190000000000003,-0.5498000000000001,-1.4118,-0.1526,0.6133000000000001,0.5331,-0.0091,0.029900000000000003,0.0023,-0.23950000000000002,-0.2691,0.5072,1.7964,0.2255,1.2224,0.3239,-0.8499,-0.6202000000000001,0.33580000000000004,0.21430000000000002,0.2635,-0.7493000000000001,-0.6726000000000001,0.49820000000000003,-0.5475,0.2175,0.1547,-0.26830000000000004,0.052000000000000005,-0.5484,1.0053,-0.4988,0.5407000000000001,0.22060000000000002
dragging,-0.1701,-1.0017,0.3881,-0.6479,0.2199,0.3975,0.075,-0.0115,0.38130000000000003,-0.3403,-0.296,-0.23140000000000002,-1.1448,0.5852,0.1975,0.1754,-0.13490000000000002,-0.2999,0.45520000000000005,-0.6018,0.39780000000000004,0.37520000000000003,0.053200000000000004,-0.17170000000000002,0.3667,-1.1124,0.3284,0.8662000000000001,0.6588,-0.0425,1.1161,0.1539,0.24020000000000002,0.6544,-0.6013000000000001,-0.10400000000000001,-0.6673,-0.484,-0.0604,-0.137,-0.7561,-0.2243,0.4565,0.1874,0.3865,-0.49560000000000004,0.4922,-0.22640000000000002,0.22940000000000002,-1.2477
dare,-0.405,-0.3156,0.3773,-0.43870000000000003,-0.3214,-0.3511,0.1403,0.61,-0.3309,0.26030000000000003,-0.4097,0.4433,0.2577,-0.0857,0.2848,0.6541,0.8832000000000001,-0.1028,0.1557,-0.4132,-0.1841,0.2245,0.2715,0.636,0.9988,-1.4179,-1.0955,-0.4924,0.5753,-1.5151,0.5481,0.68,-1.1183,-0.1406,-0.3556,-0.48750000000000004,0.19240000000000002,-0.7368,-0.2363,-0.35550000000000004,-0.1839,-0.33330000000000004,0.339,0.3083,0.40790000000000004,-0.0882,0.1262,-0.14780000000000001,0.0001,0.48040000000000005
oaks,0.3698,1.2886,-0.553,0.5068,-0.5302,-0.038700000000000005,-1.0326,-0.1598,-0.1233,-0.537,-1.1033,-1.0555,0.1456,-1.3102,-0.3257,-0.2602,0.524,1.09,-0.3372,-0.5547000000000001,-0.9167000000000001,0.10940000000000001,-0.4217,0.4334,-0.6469,0.1307,-0.034,0.3224,-0.8037000000000001,-0.6709,0.8302,-0.3325,0.0829,0.3168,0.5099,-0.4934,-0.3884,0.0482,0.7297,-0.9526,-0.2582,-1.1043,-0.24350000000000002,0.43920000000000003,0.8498,0.1927,-0.0002,-1.5121,-0.4339,-0.08310000000000001
slept,0.7971,-0.26890000000000003,0.2146,-1.1118999999999999,0.923,-0.2156,-0.9035000000000001,0.6546000000000001,-0.7373000000000001,-0.745,-0.5488000000000001,-0.6818000000000001,0.1173,0.17200000000000001,1.1901,0.5364,-0.539,0.521,0.10880000000000001,-0.45480000000000004,-0.1228,1.8054999999999999,0.7248,0.1822,0.7106,-0.19590000000000002,0.068,0.8487,0.6919000000000001,-0.2947,0.6836,0.31220000000000003,0.1877,0.0893,0.24380000000000002,0.6654,0.6126,0.46890000000000004,0.7743,0.315,-0.7955,0.1772,0.0246,0.8457,0.4777,-0.1766,-0.5192,-1.6791,-0.34400000000000003,-0.133
